,Volume,Flow
0,8.869114453248765e-12,0.001843560658105004
1,1.7753593593156913e-11,0.0018467544078303753
2,2.6653437767291308e-11,0.0018499482298020345
3,3.5568650131117926e-11,0.0018531427076782906
4,4.4499232889058567e-11,0.0018563376437722534
5,5.344519002968301e-11,0.0018595334089422625
6,6.240652116856988e-11,0.0018627290942052933
7,7.138322650458351e-11,0.00186592482080486
8,8.037531011146357e-11,0.0018691213941841392
9,8.938277405343316e-11,0.0018723183966390033
10,9.84056189619279e-11,0.0018755155303459676
11,1.0744384519810297e-10,0.0018787127391237295
12,1.1649745436861345e-10,0.0018819102818656136
13,1.2556644675025461e-10,0.001885107882143003
14,1.346508222553669e-10,0.0018883054641992067
15,1.437505789416229e-10,0.0018915026425174205
16,1.5286571613788979e-10,0.001894699681331972
17,1.6199623047328823e-10,0.0018978960194654516
18,1.7114211790314453e-10,0.0019010915168609607
19,1.8030337599366666e-10,0.0019042865083611872
20,1.8948000054817166e-10,0.0019074806275263265
21,1.9867198891822622e-10,0.0019106741961802032
22,2.0787934008624952e-10,0.0019138675533166883
23,2.1710205336147857e-10,0.0019170607668691142
24,2.2634012768611625e-10,0.0019202537605446648
25,2.355935608157023e-10,0.0019234462876799945
26,2.4486235264396133e-10,0.0019266387927246054
27,2.54146502262569e-10,0.0019298311089621907
28,2.634460084896007e-10,0.001933023179521394
29,2.727608715834532e-10,0.0019362153037917314
30,2.820910897793909e-10,0.0019394070612388486
31,2.9143666144179415e-10,0.0019425984787011733
32,3.007975845382253e-10,0.001945789473694931
33,3.101738566991004e-10,0.00194897997613987
34,3.1956547596381825e-10,0.0019521700710483834
35,3.289724393275884e-10,0.001955359541372175
36,3.3839474584722914e-10,0.001958548815643375
37,3.47832393833315e-10,0.0019617377387455607
38,3.57285378037821e-10,0.0019649255709775757
39,3.66753693649442e-10,0.0019681124031173153
40,3.762373358183713e-10,0.001971298227161718
41,3.8573629994321024e-10,0.001974483094745644
42,3.952505809183422e-10,0.0019776669010608135
43,4.0478017362477436e-10,0.0019808496433268413
44,4.1432507467568356e-10,0.0019840316815976653
45,4.2388528229130285e-10,0.0019872133499208183
46,4.334607917989691e-10,0.001990394046970229
47,4.4305159865028534e-10,0.001993573798576229
48,4.526577033235275e-10,0.0019967536495981097
49,4.6227910612032e-10,0.0019999335633165615
50,4.719158062550074e-10,0.002003113313726285
51,4.815678011604673e-10,0.002006292530526307
52,4.912350880632619e-10,0.0020094711708312086
53,5.00917665392131e-10,0.002012649484529304
54,5.106155323460077e-10,0.002015827631715209
55,5.203286899839717e-10,0.002019005999044635
56,5.300571378222057e-10,0.0020221842658062882
57,5.398008743914041e-10,0.00202536222715373
58,5.49559897240248e-10,0.002028539678962694
59,5.593342030331743e-10,0.002031716437431473
60,5.691237901040339e-10,0.0020348928495696
61,5.789286545203873e-10,0.002038068444299038
62,5.887487928706733e-10,0.002041243329891168
63,5.985842070829091e-10,0.0020444186162467087
64,6.084348979056852e-10,0.002047594058206566
65,6.183008649440763e-10,0.0020507694180760374
66,6.281821047598787e-10,0.002053944063270173
67,6.380786162286444e-10,0.002057118474733222
68,6.479904054170477e-10,0.0020602941472333013
69,6.579174769963461e-10,0.002063470790714975
70,6.67859835049708e-10,0.0020666482829362434
71,6.778174856823905e-10,0.0020698270442144825
72,6.877904359914096e-10,0.0020730072806996896
73,6.977786940414861e-10,0.0020761891935419446
74,7.077822682962687e-10,0.0020793728656634857
75,7.178011682372539e-10,0.0020825585086372603
76,7.278354034531248e-10,0.00208574614474339
77,7.378849843827534e-10,0.0020889359507046483
78,7.479499201943537e-10,0.0020921276623983164
79,7.580302224813502e-10,0.0020953217839358588
80,7.681259035180985e-10,0.002098518456857696
81,7.782369747225315e-10,0.0021017175031452333
82,7.883634499779975e-10,0.002104919435267028
83,7.98505342017118e-10,0.0021081240140296124
84,8.086626631390333e-10,0.0021113311493283224
85,8.188354266379691e-10,0.002114541048004521
86,8.290236475129753e-10,0.0021177540644280964
87,8.392273440794931e-10,0.002120970887954076
88,8.494465328133178e-10,0.00212419113618815
89,8.596812249629748e-10,0.0021274137225743366
90,8.699314296514405e-10,0.0021306382052896787
91,8.801971575054675e-10,0.0021338648969136077
92,8.904784203180069e-10,0.002137094039855674
93,9.007752278115085e-10,0.0021403252037351956
94,9.110875857816285e-10,0.002143557572317142
95,9.214154987058687e-10,0.0021467908716060287
96,9.317589746987633e-10,0.0021500258576062693
97,9.42118023665138e-10,0.0021532629024531187
98,9.524926526646665e-10,0.0021565014147449926
99,9.628828657207871e-10,0.002159740763360678
100,9.732886673893538e-10,0.0021629810589698555
101,9.837100653553403e-10,0.0021662229520006595
102,9.941470677553713e-10,0.002169466536334561
103,1.0045996820810374e-09,0.002172711677892961
104,1.0150679152339075e-09,0.0021759582540320736
105,1.0255517741065382e-09,0.002179206262878641
106,1.0360512665628549e-09,0.0021824559063442165
107,1.0465664038705619e-09,0.0021857078919485266
108,1.0570971982556406e-09,0.0021889624188819808
109,1.0676436592648009e-09,0.0021922189302229817
110,1.0782057982828854e-09,0.002195477808051486
111,1.0887836284182577e-09,0.0021987394106236474
112,1.0993771638520264e-09,0.0022020039609235015
113,1.10998641747568e-09,0.0022052711908866606
114,1.1206113996548628e-09,0.0022085405754835945
115,1.1312521222010955e-09,0.0022118124152586574
116,1.1419085978939225e-09,0.0022150869114279793
117,1.1525808426842228e-09,0.0022183647231947615
118,1.1632688742234535e-09,0.002221646204046188
119,1.1739727058190895e-09,0.002224930451029113
120,1.1846923498359179e-09,0.0022282172681937383
121,1.1954278195557704e-09,0.0022315068461595837
122,1.2061791294968797e-09,0.002234799441928719
123,1.2169462956945841e-09,0.0022380953708512246
124,1.2277293325623028e-09,0.00224139429579018
125,1.2385282524008331e-09,0.002244695777609673
126,1.2493430672169173e-09,0.0022479997551864517
127,1.2601737890739958e-09,0.0022513062403060635
128,1.2710204318113467e-09,0.002254615602099513
129,1.281883008464798e-09,0.002257927673558962
130,1.2927615292970096e-09,0.00226124187824579
131,1.303656006434551e-09,0.0022645586035975373
132,1.3145664519894658e-09,0.002267877846594914
133,1.3254928772578704e-09,0.0022711994376368146
134,1.336435293432209e-09,0.002274523355173634
135,1.3473937135214485e-09,0.002277849976793257
136,1.3583681483744726e-09,0.0022811788534942944
137,1.3693586063984243e-09,0.002284509477729252
138,1.3803650966667607e-09,0.002287841988000045
139,1.3913876304952935e-09,0.002291176850409348
140,1.402426221008059e-09,0.0022945144408200707
141,1.4134808795626871e-09,0.0022978543920618025
142,1.4245516183472205e-09,0.0023011968767464364
143,1.435638449873093e-09,0.0023045419620952527
144,1.446741386752977e-09,0.0023078896691517688
145,1.4578604447432777e-09,0.0023112406513817645
146,1.4689956390303564e-09,0.002314594790294353
147,1.4801469854880118e-09,0.002317952228782178
148,1.4913144975991832e-09,0.002321312469874114
149,1.5024981906797511e-09,0.0023246758945706693
150,1.5136980811972004e-09,0.0023280427422479964
151,1.5249141832089528e-09,0.0023314125119430662
152,1.5361465134158515e-09,0.002334785753125288
153,1.5473950879420039e-09,0.002338162345912692
154,1.5586599245739816e-09,0.002341542635870151
155,1.5699410412923693e-09,0.0023449266633256785
156,1.5812384520760496e-09,0.002348313596473553
157,1.5925521737179738e-09,0.0023517040202545437
158,1.6038822231884893e-09,0.0023550979715426636
159,1.6152286183222067e-09,0.002358495629986319
160,1.6265913761027375e-09,0.0023618968186941707
161,1.6379705136987742e-09,0.0023653015761379063
162,1.649366053190629e-09,0.002368710923261346
163,1.6607780165983924e-09,0.002372124847546675
164,1.6722064253488238e-09,0.002375543225662255
165,1.683651301920876e-09,0.0023789662763202394
166,1.6951126684138814e-09,0.002382393920611535
167,1.7065905495369532e-09,0.002385826701012997
168,1.7180849713173674e-09,0.002389264891521928
169,1.729595956388934e-09,0.0023927077867622886
170,1.7411235245370262e-09,0.002396154794649423
171,1.7526676925543548e-09,0.002399605293119828
172,1.7642284791632124e-09,0.0024030596832618377
173,1.7758059068770661e-09,0.0024065187531205562
174,1.7873999958030765e-09,0.0024099820025136978
175,1.7990107647621049e-09,0.0024134491640674495
176,1.8106382310138048e-09,0.00241691991326431
177,1.8222824129875975e-09,0.0024203944932559454
178,1.833943331080423e-09,0.0024238733130163975
179,1.8456210039614122e-09,0.0024273560133983548
180,1.8573154533512606e-09,0.0024308432287089552
181,1.869026699444394e-09,0.0024343346416933645
182,1.880754760512596e-09,0.0024378298527053797
183,1.8924996562764167e-09,0.0024413291628898265
184,1.9042614073166386e-09,0.0024448327510574156
185,1.916040036808836e-09,0.0024483411565691072
186,1.9278355629709787e-09,0.002451853348922464
187,1.9396480019154622e-09,0.0024553688904464907
188,1.951477372166138e-09,0.0024588882823939535
189,1.963323692980414e-09,0.0024624116772435332
190,1.9751869852263e-09,0.0024659394097802404
191,1.9870672662011514e-09,0.002469470737796919
192,1.998964550142153e-09,0.00247300502519748
193,2.0108788568840084e-09,0.002476543435498608
194,2.0228102045621836e-09,0.0024800856154922
